-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
-3.375417 72.489219,-36.153278 74.898326,-68.571552 81.452621,-78.124706 -125.035298,-45.995898 -111.437171,-13.293585 -108.569416,19.563367 -106.448019,52.285146 -103.080657,83.916723 -71.765329,62.092185 65.492426,29.470955 70.251195,-14.323472 103.193266,-47.016616 106.127816,-79.091173 121.224925,-67.565684 -86.440107,-35.128669 -80.245640,-2.344303 -77.869033,30.499419 -75.609849,63.107769 -70.634534,83.064323 71.318467,51.263347 97.803721,18.533008 101.075702,-25.252662 133.969200,-57.831867 137.987856,-86.383208 -129.623812,-56.816366 -53.213241,-24.224986 -49.335701,8.611826 -47.179242,41.410057 -44.558549,73.819537 -35.267507,72.820522 120.599675,40.384393 129.226558,7.580557 131.800586,-36.153278 164.898326,-68.571552 171.452621,-78.124706 -35.035298,-45.995898 -21.437171,-13.293585 -18.569416,19.563367 -16.448019,52.285146 -13.080657,83.916723 18.234671,62.092185 155.492426,29.470955 160.251195,-3.375417 162.489219,-47.016616 -163.872184,-79.091173 -148.775075,-67.565684 3.559893,-35.128669 9.754360,-2.344303 12.130967,30.499419 14.390151,63.107769 19.365466,83.064323 161.318467,51.263347 -172.196279,18.533008 -168.924298,-14.323472 -166.806734,-57.831867 -132.012144,-86.383208 -39.623812,-56.816366 36.786759,-24.224986 40.664299,8.611826 42.820758,41.410057 45.441451,73.819537 54.732493,72.820522 -149.400325,40.384393 -140.773442,7.580557 -138.199414,-25.252662 -136.030800
-5.197017 72.478370,-37.962752 74.950878,-70.344889 82.242975,-76.398466 -122.837018,-44.191498 -111.335564,-11.473590 -108.575503,21.383468 -106.443686,54.089367 -102.890417,85.255890 -58.906266,60.295961 65.854682,27.653332 70.273260,-16.142666 103.190088,-48.818998 106.254141,-80.771323 124.805312,-65.785294 -85.846272,-33.317602 -80.205180,-0.522382 -77.880432,32.315959 -75.579144,64.899971 -70.170716,81.466604 77.503489,49.456992 97.956890,16.712253 101.075683,-27.067739 133.984784,-59.624516 138.281225,-85.740394 -105.007960,-55.020748 -52.979126,-22.408686 -49.326350,10.433774 -47.187496,43.221439 -44.476335,75.576171 -33.766111,71.048953 121.651733,38.571508 129.291784,5.758432 131.790690,-37.962752 164.950878,-70.344889 172.242975,-76.398466 -32.837018,-44.191498 -21.335564,-11.473590 -18.575503,21.383468 -16.443686,54.089367 -12.890417,85.255890 31.093734,60.295961 155.854682,27.653332 160.273260,-5.197017 162.478370,-48.818998 -163.745859,-80.771323 -145.194688,-65.785294 4.153728,-33.317602 9.794820,-0.522382 12.119568,32.315959 14.420856,64.899971 19.829284,81.466604 167.503489,49.456992 -172.043110,16.712253 -168.924317,-16.142666 -166.809912,-59.624516 -131.718775,-85.740394 -15.007960,-55.020748 37.020874,-22.408686 40.673650,10.433774 42.812504,43.221439 45.523665,75.576171 56.233889,71.048953 -148.348267,38.571508 -140.708216,5.758432 -138.209310,-27.067739 -136.015216
-7.018344 72.468170,-39.771158 75.012346,-72.112238 83.206552,-74.655138 -121.155336,-42.385880 -111.247364,-9.653148 -108.583095,23.203091 -106.436110,55.892082 -102.671588,86.188376 -38.043597,58.497587 66.166212,25.835075 70.290535,-17.961288 103.189145,-50.620012 106.399133,-82.396827 129.983610,-64.001397 -85.345328,-31.505566 -80.171413,1.299677 -77.891889,34.131752 -75.542094,66.689023 -69.622801,79.799014 81.676509,47.649389 98.090324,14.891144 101.073311,-28.881982 134.004957,-61.415009 138.621644,-84.552609 -88.985324,-53.223431 -52.775734,-20.591658 -49.320436,12.255540 -47.194377,45.031798 -44.381475,77.318361 -31.826702,69.270795 122.509077,36.757726 129.347677,3.936262 131.780057,-39.771158 165.012346,-72.112238 173.206552,-74.655138 -31.155336,-42.385880 -21.247364,-9.653148 -18.583095,23.203091 -16.436110,55.892082 -12.671588,86.188376 51.956403,58.497587 156.166212,25.835075 160.290535,-7.018344 162.468170,-50.620012 -163.600867,-82.396827 -140.016390,-64.001397 4.654672,-31.505566 9.828587,1.299677 12.108111,34.131752 14.457906,66.689023 20.377199,79.799014 171.676509,47.649389 -171.909676,14.891144 -168.926689,-17.961288 -166.810855,-61.415009 -131.378356,-84.552609 1.014676,-53.223431 37.224266,-20.591658 40.679564,12.255540 42.805623,45.031798 45.618525,77.318361 58.173298,69.270795 -147.490923,36.757726 -140.652323,3.936262 -138.219943,-28.881982 -135.995043
-8.839347 72.458858,-41.578456 75.083815,-73.871829 84.399469,-72.899800 -119.835279,-40.579092 -111.171032,-7.832306 -108.591932,25.022189 -106.424890,57.693153 -102.419337,86.384585 -10.150328,56.697305 66.435250,24.016226 70.303522,-19.779291 103.190754,-52.419582 106.565539,-83.923907 137.908245,-62.214525 -84.919462,-29.692600 -80.143644,3.121819 -77.903176,35.946755 -75.497960,68.474291 -68.969952,78.090754 84.640849,45.840614 98.206509,13.069729 101.068890,-30.695351 134.030250,-63.203074 139.018546,-83.095518 -79.215386,-51.424535 -52.598729,-18.773946 -49.317577,14.077075 -47.199620,46.841076 -44.272302,79.039398 -29.246968,67.487484 123.217402,34.943090 129.395242,2.114098 131.768920,-41.578456 165.083815,-73.871829 174.399469,-72.899800 -29.835279,-40.579092 -21.171032,-7.832306 -18.591932,25.022189 -16.424890,57.693153 -12.419337,86.384585 79.849672,56.697305 156.435250,24.016226 160.303522,-8.839347 162.458858,-52.419582 -163.434461,-83.923907 -132.091755,-62.214525 5.080538,-29.692600 9.856356,3.121819 12.096824,35.946755 14.502040,68.474291 21.030048,78.090754 174.640849,45.840614 -171.793491,13.069729 -168.931110,-19.779291 -166.809246,-63.203074 -130.981454,-83.095518 10.784614,-51.424535 37.401271,-18.773946 40.682423,14.077075 42.800380,46.841076 45.727698,79.039398 60.753032,67.487484 -146.782598,34.943090 -140.604758,2.114098 -138.231080,-30.695351 -135.969750
-10.659974 72.450678,-43.384603 75.166533,-75.621017 85.904369,-71.135657 -118.777425,-38.771175 -111.105237,-6.011118 -108.601765,26.840716 -106.409590,59.492406 -102.127707,85.741514 14.593257,54.895306 66.668359,22.196833 70.312675,-21.596630 103.195257,-54.217618 106.756650,-85.256760 150.730211,-60.425080 -84.555102,-27.878742 -80.121252,4.943993 -77.914063,37.760925 -75.445905,70.254900 -68.183952,76.356971 86.835152,44.030731 98.307544,11.248060 101.062708,-32.507808 134.061255,-64.988358 139.484017,-81.506499 -72.998712,-49.624157 -52.444536,-16.955595 -49.317420,15.898327 -47.202944,48.649211 -44.146860,80.727687 -25.685917,65.700032 123.809267,33.127645 129.435362,0.291996 131.757511,-43.384603 165.166533,-75.621017 175.904369,-71.135657 -28.777425,-38.771175 -21.105237,-6.011118 -18.601765,26.840716 -16.409590,59.492406 -12.127707,85.741514 104.593257,54.895306 156.668359,22.196833 160.312675,-10.659974 162.450678,-54.217618 -163.243350,-85.256760 -119.269789,-60.425080 5.444898,-27.878742 9.878748,4.943993 12.085937,37.760925 14.554095,70.254900 21.816048,76.356971 176.835152,44.030731 -171.692456,11.248060 -168.937292,-21.596630 -166.804743,-64.988358 -130.515983,-81.506499 17.001288,-49.624157 37.555464,-16.955595 40.682580,15.898327 42.797056,48.649211 45.853140,80.727687 64.314083,65.700032 -146.190733,33.127645 -140.564638,0.291996 -138.242489,-32.507808 -135.938745
-12.480175 72.443885,-45.189553 75.261942,-77.355692 87.847644,-69.364818 -117.915343,-36.962174 -111.048825,-4.189634 -108.612353,28.658628 -106.389731,61.289624 -101.789268,84.548454 30.677031,53.091743 66.870841,20.376940 70.318411,-23.413261 103.203023,-56.014011 106.976440,-86.186212 171.492848,-58.633365 -84.241731,-26.064033 -80.103679,6.766145 -77.924318,39.574216 -75.384984,72.029628 -67.225661,74.606165 88.513157,42.219800 98.395220,9.426187 101.055036,-34.319313 134.098632,-66.770392 140.033797,-79.847185 -68.803253,-47.822377 -52.310177,-15.136651 -49.319637,17.719247 -47.204053,50.456134 -44.002846,82.361678 -20.534747,63.909171 124.308467,31.311433 129.468817,-1.529993 131.746058,-45.189553 165.261942,-77.355692 177.847644,-69.364818 -27.915343,-36.962174 -21.048825,-4.189634 -18.612353,28.658628 -16.389731,61.289624 -11.789268,84.548454 120.677031,53.091743 156.870841,20.376940 160.318411,-12.480175 162.443885,-56.014011 -163.023560,-86.186212 -98.507152,-58.633365 5.758269,-26.064033 9.896321,6.766145 12.075682,39.574216 14.615016,72.029628 22.774339,74.606165 178.513157,42.219800 -171.604780,9.426187 -168.944964,-23.413261 -166.796977,-66.770392 -129.966203,-79.847185 21.196747,-47.822377 37.689823,-15.136651 40.680363,17.719247 42.795947,50.456134 45.997154,82.361678 69.465253,63.909171 -145.691533,31.311433 -140.531183,-1.529993 -138.253942,-34.319313 -135.901368
-14.299900 72.438746,-46.993257 75.371717,-79.069157 90.431389,-67.588723 -117.203081,-35.152126 -111.000787,-2.367906 -108.623461,30.475880 -106.364783,63.084532 -101.394640,83.084349 40.464956,51.286740 67.047020,18.556594 70.321110,-25.229142 103.214451,-57.808629 107.229755,-86.386412 -160.742931,-56.839617 -83.971072,-24.248512 -80.090422,8.588221 -77.933703,41.386583 -75.314113,73.796705 -66.039273,72.843422 89.829931,40.407873 98.471072,7.604162 101.046133,-36.129829 134.143124,-68.548545 140.688756,-78.146926 -65.822708,-46.019266 -52.193158,-13.317161 -49.323923,19.539784 -47.202631,52.261763 -43.837528,83.897795 -12.648066,62.115440 124.732782,29.494499 129.496300,-3.351816 131.734788,-46.993257 165.371717,-79.069157 -179.568611,-67.588723 -27.203081,-35.152126 -21.000787,-2.367906 -18.623461,30.475880 -16.364783,63.084532 -11.394640,83.084349 130.464956,51.286740 157.047020,18.556594 160.321110,-14.299900 162.438746,-57.808629 -162.770245,-86.386412 -70.742931,-56.839617 6.028928,-24.248512 9.909578,8.588221 12.066297,41.386583 14.685887,73.796705 23.960727,72.843422 179.829931,40.407873 -171.528928,7.604162 -168.953867,-25.229142 -166.785549,-68.548545 -129.311244,-78.146926 24.177292,-46.019266 37.806842,-13.317161 40.676077,19.539784 42.797369,52.261763 46.162472,83.897795 77.351934,62.115440 -145.267218,29.494499 -140.503700,-3.351816 -138.265212,-36.129829 -135.856876
-16.119101 72.435540,-48.795656 75.497816,-80.749842 93.995873,-65.808384 -116.607902,-33.341071 -110.960235,-0.545987 -108.634859,32.292429 -106.334156,64.876771 -100.931799,81.487837 46.683964,49.480402 67.200462,16.735844 70.321124,-27.044229 103.229979,-59.601305 107.522566,-85.752966 -136.025588,-55.044022 -83.736527,-22.432222 -80.081024,10.410170 -77.941972,43.197979 -75.232052,75.553495 -64.542602,71.071951 90.884890,38.595001 98.536426,5.782039 101.036249,-37.939316 134.195568,-70.321949 141.477153,-76.420953 -63.616353,-44.214883 -52.091366,-11.497172 -49.329989,21.359891 -47.198337,54.066002 -43.647630,85.240511 0.127736,60.319246 125.095758,27.676885 129.518430,-5.173419 131.723932,-48.795656 165.497816,-80.749842 -176.004127,-65.808384 -26.607902,-33.341071 -20.960235,-0.545987 -18.634859,32.292429 -16.334156,64.876771 -10.931799,81.487837 136.683964,49.480402 157.200462,16.735844 160.321124,-16.119101 162.435540,-59.601305 -162.477434,-85.752966 -46.025588,-55.044022 6.263473,-22.432222 9.918976,10.410170 12.058028,43.197979 14.767948,75.553495 25.457398,71.071951 -179.115110,38.595001 -171.463574,5.782039 -168.963751,-27.044229 -166.770021,-70.321949 -128.522847,-76.420953 26.383647,-44.214883 37.908634,-11.497172 40.670011,21.359891 42.801663,54.066002 46.352370,85.240511 90.127736,60.319246 -144.904242,27.676885 -140.481570,-5.173419 -138.276068,-37.939316 -135.804432
-17.937731 72.434566,-50.596688 75.642549,-82.376266 99.147707,-64.024528 -116.105880,-31.529047 -110.926386,1.276071 -108.646316,34.108233 -106.297193,66.665868 -100.385094,79.820922 50.876834,47.672815 67.334136,14.914739 70.318781,-28.858483 103.250089,-61.391827 107.862320,-84.570144 -119.900351,-53.246727 -83.532767,-20.615203 -80.075068,12.231940 -77.948873,45.008350 -75.137367,77.295907 -62.609948,69.293867 91.744430,36.781230 98.592433,3.959869 101.025623,-39.747736 134.256913,-72.089386 142.438171,-74.677809 -61.929123,-42.409281 -52.003003,-9.676735 -49.337563,23.179520 -47.190805,55.868738 -43.429200,86.180295 20.873321,58.520899 125.407888,25.858635 129.535764,-6.994750 131.713722,-50.596688 165.642549,-82.376266 -170.852293,-64.024528 -26.105880,-31.529047 -20.926386,1.276071 -18.646316,34.108233 -16.297193,66.665868 -10.385094,79.820922 140.876834,47.672815 157.334136,14.914739 160.318781,-17.937731 162.434566,-61.391827 -162.137680,-84.570144 -29.900351,-53.246727 6.467233,-20.615203 9.924932,12.231940 12.051127,45.008350 14.862633,77.295907 27.390052,69.293867 -178.255570,36.781230 -171.407567,3.959869 -168.974377,-28.858483 -166.749911,-72.089386 -127.561829,-74.677809 28.070877,-42.409281 37.996997,-9.676735 40.662437,23.179520 42.809195,55.868738 46.570800,86.180295 110.873321,58.520899 -144.592112,25.858635 -140.464236,-6.994750 -138.286278,-39.747736 -135.743087
-19.755742 72.436140,-52.396277 75.808658,-83.905070 107.025743,-62.237692 -115.679135,-29.716093 -110.898543,3.098212 -108.657607,35.923246 -106.253155,68.451189 -99.733766,78.113072 53.853490,45.864054 67.450530,13.093328 70.314385,-30.671864 103.275312,-63.179926 108.258420,-83.115427 -110.069380,-51.447850 -83.355445,-18.797499 -80.072171,14.053478 -77.954138,46.817643 -75.028391,79.017278 -60.040293,67.510615 92.454455,34.966605 98.640100,2.137705 101.014492,-41.555049 134.328245,-73.849093 143.627660,-72.922603 -60.605107,-40.602507 -51.926526,-7.855899 -49.346386,24.998625 -47.179635,57.669830 -43.177418,86.387741 48.728743,56.720640 125.677431,24.039794 129.548804,-8.815757 131.704397,-52.396277 165.808658,-83.905070 -162.974257,-62.237692 -25.679135,-29.716093 -20.898543,3.098212 -18.657607,35.923246 -16.253155,68.451189 -9.733766,78.113072 143.853490,45.864054 157.450530,13.093328 160.314385,-19.755742 162.436140,-63.179926 -161.741580,-83.115427 -20.069380,-51.447850 6.644555,-18.797499 9.927829,14.053478 12.045862,46.817643 14.971609,79.017278 29.959707,67.510615 -177.545545,34.966605 -171.359900,2.137705 -168.985508,-30.671864 -166.724688,-73.849093 -126.372340,-72.922603 29.394893,-40.602507 38.073474,-7.855899 40.653614,24.998625 42.820365,57.669830 46.822582,86.387741 138.728743,56.720640 -144.322569,24.039794 -140.451196,-8.815757 -138.295603,-41.555049 -135.671755
-21.573090 72.440604,-54.194334 75.999425,-85.241450 119.765021,-60.448278 -115.314052,-27.902247 -110.876085,4.920386 -108.668501,37.737427 -106.201209,70.231866 -98.949712,76.379556 56.055867,44.054186 67.551749,11.271662 70.308223,-32.484332 103.306239,-64.965248 108.722912,-81.527622 -103.818581,-49.647491 -83.200975,-16.979156 -80.071981,15.874734 -77.957489,48.625794 -74.903173,80.706100 -56.495062,65.723212 93.047661,33.151169 98.680312,0.315601 101.003085,-43.361211 134.410809,-75.598437 145.127830,-71.158559 -59.544336,-38.794605 -51.860602,-6.034714 -49.356208,26.817160 -47.164392,59.469108 -42.886341,85.754130 73.574378,54.918662 125.910970,22.220407 129.558004,-10.636389 131.696200,-54.194334 165.999425,-85.241450 -150.234979,-60.448278 -25.314052,-27.902247 -20.876085,4.920386 -18.668501,37.737427 -16.201209,70.231866 -8.949712,76.379556 146.055867,44.054186 157.551749,11.271662 160.308223,-21.573090 162.440604,-64.965248 -161.277088,-81.527622 -13.818581,-49.647491 6.799025,-16.979156 9.928019,15.874734 12.042511,48.625794 15.096827,80.706100 33.504938,65.723212 -176.952339,33.151169 -171.319688,0.315601 -168.996915,-32.484332 -166.693761,-75.598437 -124.872170,-71.158559 30.455664,-38.794605 38.139398,-6.034714 40.643792,26.817160 42.835608,59.469108 47.113659,85.754130 163.574378,54.918662 -144.089030,22.220407 -140.441996,-10.636389 -138.303800,-43.361211 -135.589191
-23.389731 72.448324,-55.990749 76.218815,-86.178132 140.411516,-58.656591 -115.000077,-26.087549 -110.858453,6.742538 -108.678765,39.550730 -106.140409,72.006680 -97.993966,74.628932 57.739414,42.243268 67.639588,9.449791 70.300569,-34.295850 103.343529,-66.747328 109.271479,-79.868987 -99.603173,-47.845729 -83.066377,-15.160220 -80.074170,17.695658 -77.958629,50.432732 -74.759417,82.341004 -51.370235,63.932392 93.547937,31.334968 98.713848,-1.506390 100.991630,-45.166177 134.506043,-77.333335 147.064346,-69.387796 -58.680046,-36.985617 -51.804076,-4.213233 -49.366787,28.635080 -47.144595,61.266355 -42.548564,84.566072 89.761572,53.115118 126.113819,20.400520 129.563782,-12.456596 131.689388,-55.990749 166.218815,-86.178132 -129.588484,-58.656591 -25.000077,-26.087549 -20.858453,6.742538 -18.678765,39.550730 -16.140409,72.006680 -7.993966,74.628932 147.739414,42.243268 157.639588,9.449791 160.300569,-23.389731 162.448324,-66.747328 -160.728521,-79.868987 -9.603173,-47.845729 6.933623,-15.160220 9.925830,17.695658 12.041371,50.432732 15.240583,82.341004 38.629765,63.932392 -176.452063,31.334968 -171.286152,-1.506390 -169.008370,-34.295850 -166.656471,-77.333335 -122.935654,-69.387796 31.319954,-36.985617 38.195924,-4.213233 40.633213,28.635080 42.855405,61.266355 47.451436,84.566072 179.761572,53.115118 -143.886181,20.400520 -140.436218,-12.456596 -138.310612,-45.166177 -135.493957
-25.205621 72.459702,-57.785391 76.471660,-86.389468 168.137316,-56.862868 -114.728910,-24.272038 -110.845143,8.564616 -108.688163,41.363109 -106.069675,73.773870 -96.810987,72.866320 59.060142,40.431354 67.715584,7.627768 70.291680,-36.106379 103.387924,-68.525536 109.924913,-78.169142 -96.610246,-46.042635 -82.949147,-13.340736 -80.078430,19.516201 -77.957242,52.238379 -74.594394,83.878836 -43.530002,62.138696 93.973128,29.518042 98.741404,-3.328215 100.980357,-46.969897 134.615620,-79.047135 149.638014,-67.611762 -57.966076,-35.175583 -51.755935,-2.391508 -49.377890,30.452341 -47.119716,63.061295 -42.154734,83.104354 99.610865,51.310134 126.290315,18.580180 129.566518,-14.276328 131.684226,-57.785391 166.471660,-86.389468 -101.862684,-56.862868 -24.728910,-24.272038 -20.845143,8.564616 -18.688163,41.363109 -16.069675,73.773870 -6.810987,72.866320 149.060142,40.431354 157.715584,7.627768 160.291680,-25.205621 162.459702,-68.525536 -160.075087,-78.169142 -6.610246,-46.042635 7.050853,-13.340736 9.921570,19.516201 12.042758,52.238379 15.405606,83.878836 46.469998,62.138696 -176.026872,29.518042 -171.258596,-3.328215 -169.019643,-36.106379 -166.612076,-79.047135 -120.361986,-67.611762 32.033924,-35.175583 38.244065,-2.391508 40.622110,30.452341 42.880284,63.061295 47.845266,83.104354 -170.389135,51.310134 -143.709685,18.580180 -140.433482,-14.276328 -138.315774,-46.969897 -135.384380
-27.020719 72.475175,-59.578093 76.763915,-85.765446 -167.044778,-55.067296 -114.493933,-22.455757 -110.835697,10.386567 -108.696448,43.174518 -105.987768,75.530816 -95.319021,71.094947 60.118015,38.618493 67.781066,5.805646 70.281807,-37.915880 103.440258,-70.299009 110.711360,-76.443437 -94.395774,-44.238268 -82.847170,-11.520754 -80.084475,21.336314 -77.952988,54.042637 -74.404838,85.225068 -30.836889,60.342531 94.336825,27.700437 98.763601,-5.149821 100.969494,-48.772314 134.741493,-80.728353 153.186693,-65.831473 -57.369548,-33.364541 -51.715291,-0.569591 -49.389285,32.268900 -47.089167,64.853570 -41.692868,81.509058 105.864109,49.503812 126.444032,16.759435 129.566565,-16.095536 131.680993,-59.578093 166.763915,-85.765446 -77.044778,-55.067296 -24.493933,-22.455757 -20.835697,10.386567 -18.696448,43.174518 -15.987768,75.530816 -5.319021,71.094947 150.118015,38.618493 157.781066,5.805646 160.281807,-27.020719 162.475175,-70.299009 -159.288640,-76.443437 -4.395774,-44.238268 7.152830,-11.520754 9.915525,21.336314 12.047012,54.042637 15.595162,85.225068 59.163111,60.342531 -175.663175,27.700437 -171.236399,-5.149821 -169.030506,-37.915880 -166.559742,-80.728353 -116.813307,-65.831473 32.630452,-33.364541 38.284709,-0.569591 40.610715,32.268900 42.910833,64.853570 48.307132,81.509058 -164.135891,49.503812 -143.555968,16.759435 -140.433435,-16.095536 -138.319007,-48.772314 -135.258507
-28.834984 72.495222,-61.368645 77.103006,-84.587635 -150.816423,-53.270022 -114.289804,-20.638747 -110.829699,12.208339 -108.703368,44.984903 -105.893256,77.273449 -93.393089,69.316939 60.979758,36.804733 67.837188,3.983476 70.271190,-39.724315 103.501482,-72.066533 111.669828,-74.700478 -92.702971,-42.432681 -82.758644,-9.700322 -80.092032,23.155949 -77.945500,55.845393 -74.186807,86.172089 -10.208359,58.544210 94.649558,25.882195 98.780993,-6.971156 100.959274,-50.573364 134.885968,-82.355689 158.312246,-64.047659 -56.866444,-31.552529 -51.681359,1.252464 -49.400744,34.084713 -47.052290,66.642712 -41.147369,79.842823 110.076960,47.696241 126.577944,14.938334 129.564250,-17.914174 131.679988,-61.368645 167.103006,-84.587635 -60.816423,-53.270022 -24.289804,-20.638747 -20.829699,12.208339 -18.703368,44.984903 -15.893256,77.273449 -3.393089,69.316939 150.979758,36.804733 157.837188,3.983476 160.271190,-28.834984 162.495222,-72.066533 -158.330172,-74.700478 -2.702971,-42.432681 7.241356,-9.700322 9.907968,23.155949 12.054500,55.845393 15.813193,86.172089 79.791641,58.544210 -175.350442,25.882195 -171.219007,-6.971156 -169.040726,-39.724315 -166.498518,-82.355689 -111.687754,-64.047659 33.133556,-31.552529 38.318641,1.252464 40.599256,34.084713 42.947710,66.642712 48.852631,79.842823 -159.923040,47.696241 -143.422056,14.938334 -140.435750,-17.914174 -138.320012,-50.573364 -135.114032
-30.648376 72.520375,-63.156777 77.498305,-83.135315 -140.923958,-51.471165 -114.112164,-18.821053 -110.826766,14.029881 -108.708657,46.794210 -105.784477,78.995153 -90.833457,67.533747 61.691487,34.990119 67.884957,2.161312 70.260063,-41.531642 103.572677,-73.826354 112.855903,-72.945405 -91.374979,-40.625921 -82.682021,-7.879491 -80.100840,24.975061 -77.934380,57.646508 -73.935492,86.390748 17.607186,56.743975 94.919607,24.063361 98.794085,-8.792167 100.949936,-52.372972 135.051781,-83.886202 166.144036,-62.260859 -56.438819,-29.739587 -51.653443,3.074606 -49.412038,35.899737 -47.008349,68.428087 -40.497557,78.135385 113.066005,45.887495 126.694548,13.116927 129.559878,-19.732193 131.681527,-63.156777 167.498305,-83.135315 -50.923958,-51.471165 -24.112164,-18.821053 -20.826766,14.029881 -18.708657,46.794210 -15.784477,78.995153 -0.833457,67.533747 151.691487,34.990119 157.884957,2.161312 160.260063,-30.648376 162.520375,-73.826354 -157.144097,-72.945405 -1.374979,-40.625921 7.317979,-7.879491 9.899160,24.975061 12.065620,57.646508 16.064508,86.390748 107.607186,56.743975 -175.080393,24.063361 -171.205915,-8.792167 -169.050064,-41.531642 -166.427323,-83.886202 -103.855964,-62.260859 33.561181,-29.739587 38.346557,3.074606 40.587962,35.899737 42.991651,68.428087 49.502443,78.135385 -156.933995,45.887495 -143.305452,13.116927 -140.440122,-19.732193 -138.318473,-52.372972 -134.948219
-32.460857 72.551224,-64.942138 77.961820,-81.548733 -134.638782,-49.670824 -113.957419,-17.002718 -110.826543,15.851141 -108.712035,48.602376 -105.659484,80.684503 -87.303950,65.746392 62.286038,33.174694 67.925260,0.339207 70.248658,-43.337819 103.655087,-75.575855 114.351363,-71.181459 -90.311279,-38.818034 -82.615969,-6.058310 -80.110650,26.793604 -77.919192,59.445810 -73.644968,85.766655 42.553923,54.942018 95.153576,22.243981 98.803333,-10.612805 100.941723,-54.171049 135.242205,-85.226075 178.801192,-60.471475 -56.073010,-27.925752 -51.630919,4.896779 -49.422938,37.713929 -46.956512,70.208831 -39.715444,76.402137 115.276496,44.077640 126.795952,11.295264 129.553738,-21.549550 131.685951,-64.942138 167.961820,-81.548733 -44.638782,-49.670824 -23.957419,-17.002718 -20.826543,15.851141 -18.712035,48.602376 -15.659484,80.684503 2.696050,65.746392 152.286038,33.174694 157.925260,0.339207 160.248658,-32.460857 162.551224,-75.575855 -155.648637,-71.181459 -0.311279,-38.818034 7.384031,-6.058310 9.889350,26.793604 12.080808,59.445810 16.355032,85.766655 132.553923,54.942018 -174.846424,22.243981 -171.196667,-10.612805 -169.058277,-43.337819 -166.344913,-85.226075 -91.198808,-60.471475 33.926990,-27.925752 38.369081,4.896779 40.577062,37.713929 43.043488,70.208831 50.284556,76.402137 -154.723504,44.077640 -143.204048,11.295264 -140.446262,-21.549550 -138.314049,-54.171049 -134.757795
-34.272388 72.588427,-66.724264 78.509178,-79.890783 -130.403293,-47.869080 -113.822580,-15.183788 -110.828703,17.672070 -108.713205,50.409331 -105.515984,82.320314 -82.205282,63.955612 62.787394,31.358502 67.958878,-1.482786 70.237203,-45.142801 103.750147,-77.310976 116.281153,-69.410774 -89.444774,-37.009060 -82.559327,-4.236833 -80.121222,28.611532 -77.899458,61.243085 -73.307851,84.583646 58.845059,53.138494 95.356793,20.424100 98.809152,-12.433018 100.934891,-55.967487 135.461195,-86.169928 -160.668423,-58.679816 -55.758430,-26.111064 -51.613228,6.718932 -49.433212,39.527243 -46.895833,71.983730 -38.762234,74.651698 116.965612,42.266735 126.883953,9.473395 129.546101,-23.366200 131.693627,-66.724264 168.509178,-79.890783 -40.403293,-47.869080 -23.822580,-15.183788 -20.828703,17.672070 -18.713205,50.409331 -15.515984,82.320314 7.794718,63.955612 152.787394,31.358502 157.958878,-1.482786 160.237203,-34.272388 162.588427,-77.310976 -153.718847,-69.410774 0.555226,-37.009060 7.440673,-4.236833 9.878778,28.611532 12.100542,61.243085 16.692149,84.583646 148.845059,53.138494 -174.643207,20.424100 -171.190848,-12.433018 -169.065109,-45.142801 -166.249853,-86.169928 -70.668423,-58.679816 34.241570,-26.111064 38.386772,6.718932 40.566788,39.527243 43.104167,71.983730 51.237766,74.651698 -153.034388,42.266735 -143.116047,9.473395 -140.453899,-23.366200 -138.306373,-55.967487 -134.538805
